北京台/parse,#genre#
四川经济频率财富广播FM94.0,https://www.qingting.fm/radios/4927
年代音乐1022,https://www.qingting.fm/radios/20500066
德阳综合广播,https://www.qingting.fm/radios/4987
四川岷江音乐广播,https://www.qingting.fm/radios/1110
四川之声981,https://www.qingting.fm/radios/20207767
成都新闻广播,https://www.qingting.fm/radios/4897
亚洲音乐成都FM96.5,https://www.qingting.fm/radios/4581
四川私家车925,https://www.qingting.fm/radios/4939
德阳经济生活广播,https://www.qingting.fm/radios/5022110
绵阳交通广播,https://www.qingting.fm/radios/4026
成都电台FM946,https://www.qingting.fm/radios/4892
眉山交通音乐广播,https://www.qingting.fm/radios/20207781
凉山综合广播,https://www.qingting.fm/radios/5022143
内江交通广播,https://www.qingting.fm/radios/5021907
泸州新闻广播,https://www.qingting.fm/radios/5021557
泸州交通广播,https://www.qingting.fm/radios/5021559
攀枝花综合广播,https://www.qingting.fm/radios/4904
乐山音乐交通广播FM100.5,https://www.qingting.fm/radios/4864
达州综合广播,https://www.qingting.fm/radios/5022394
四川文艺广播,https://www.qingting.fm/radios/4887
南充综合广播FM100.4,https://www.qingting.fm/radios/21357
自贡综合广播,https://www.qingting.fm/radios/20207784
年代音乐FM88.9,https://www.qingting.fm/radios/20500160
攀枝花交通音乐广播,https://www.qingting.fm/radios/4905
FM882 成都故事广播,https://www.qingting.fm/radios/5022004
绵阳新闻广播,https://www.qingting.fm/radios/4024
乐山综合广播FM102.8,https://www.qingting.fm/radios/1122
自贡交通广播,https://www.qingting.fm/radios/20211650
南充交通音乐广播FM91.5,https://www.qingting.fm/radios/21231
眉山综合广播,https://www.qingting.fm/radios/4027
绵阳音乐广播,https://www.qingting.fm/radios/4025
四川南部新闻综合广播,https://www.qingting.fm/radios/20525
巴中新闻综合广播,https://www.qingting.fm/radios/20210239
绵竹人民广播电台,https://www.qingting.fm/radios/15318098
阆中人民广播电台,https://www.qingting.fm/radios/20500020
成都龙泉人民广播电台FM99.3,https://www.qingting.fm/radios/20207769
成都FM96.5,https://www.qingting.fm/radios/20500159
富顺人民广播电台,https://www.qingting.fm/radios/5022355
达州交通音乐广播,https://www.qingting.fm/radios/5022395
FM98.7仪陇综合广播,https://www.qingting.fm/radios/20865
年代音乐994,https://www.qingting.fm/radios/20500148
四川民族频率,https://www.qingting.fm/radios/1115
935爱旅游,https://www.qingting.fm/radios/20207773
南部交通音乐广播,https://www.qingting.fm/radios/5022604
遂宁新闻综合台,https://www.qingting.fm/radios/20182
自贡文化旅游广播,https://www.qingting.fm/radios/20529
三台人民广播电台,https://www.qingting.fm/radios/15318544
西昌人民广播电台,https://www.qingting.fm/radios/20211706
汽车音乐广播FM942,https://www.qingting.fm/radios/20500137
威远综合广播,https://www.qingting.fm/radios/20500102
仁寿人民广播电台,https://www.qingting.fm/radios/5021453
巴中交通旅游广播,https://www.qingting.fm/radios/20209340
遂宁交通旅游台,https://www.qingting.fm/radios/20180
广元综合广播,https://www.qingting.fm/radios/5022580
雅安电台熊猫频率,https://www.qingting.fm/radios/5021491
安岳人民广播电台"柠都之声"FM98.0,https://www.qingting.fm/radios/5022417
FM97.4广汉市广播电视台综合广播,https://www.qingting.fm/radios/20212405

贵州台/parse,#genre#
贵州交通广播,https://www.qingting.fm/radios/20057
贵州新闻广播,https://www.qingting.fm/radios/20063
贵州FM91.6音乐广播,https://www.qingting.fm/radios/20067
安顺交通广播Fm102.9,https://www.qingting.fm/radios/5022202
FM102.7贵阳交通广播,https://www.qingting.fm/radios/1774
黔西南FM88.3交通旅游广播,https://www.qingting.fm/radios/5046
遵义交通文艺广播 FM94.1,https://www.qingting.fm/radios/20741
贵阳新闻综合广播,https://www.qingting.fm/radios/1773
凯里人民广播电台,https://www.qingting.fm/radios/5022045
遵义综合广播FM89.8,https://www.qingting.fm/radios/5022080
七星关综合广播,https://www.qingting.fm/radios/5021866
黔东南新闻综合广播,https://www.qingting.fm/radios/5047
贵州旅游广播,https://www.qingting.fm/radios/20059
贵州故事广播,https://www.qingting.fm/radios/20061
黔东南交通广播 Fm89.8,https://www.qingting.fm/radios/5022285
贵阳广播电视台旅游生活广播,https://www.qingting.fm/radios/4874
六盘水交通广播,https://www.qingting.fm/radios/5021865
习水新闻综合广播FM908,https://www.qingting.fm/radios/15318201
毕节交通音乐广播,https://www.qingting.fm/radios/5022712
贵州经济广播,https://www.qingting.fm/radios/20065
安顺新闻综合广播FM105.9,https://www.qingting.fm/radios/5022203
FM98.0黔南广播,https://www.qingting.fm/radios/5022717
黔西南FM107.9综合广播,https://www.qingting.fm/radios/5045
V-FM106.2贵州都市广播,https://www.qingting.fm/radios/20055
威宁阳光945,https://www.qingting.fm/radios/5022342
兴义之声,https://www.qingting.fm/radios/20500110
六盘水广播电视台综合广播,https://www.qingting.fm/radios/20211616
铜仁交通旅游广播,https://www.qingting.fm/radios/20211615
遵义旅游生活广播,https://www.qingting.fm/radios/5022083
赤水旅游交通广播,https://www.qingting.fm/radios/15318533
桐梓人民广播电台—娄山之声,https://www.qingting.fm/radios/20212410
兴仁人民广播电台,https://www.qingting.fm/radios/20500077
织金人民广播电台综合广播,https://www.qingting.fm/radios/20500037

云南台/parse,#genre#
FM954汽车音乐广播,https://www.qingting.fm/radios/1936
云南交通之声,https://www.qingting.fm/radios/1928
云南新闻广播,https://www.qingting.fm/radios/1926
FM105城市资讯,https://www.qingting.fm/radios/1937
FM1008新闻综合广播,https://www.qingting.fm/radios/1934
云南私家车电台,https://www.qingting.fm/radios/1927
德宏民语综合广播,https://www.qingting.fm/radios/5021850
FM99香格里拉之声,https://www.qingting.fm/radios/20139
昆明NEW FM102.8,https://www.qingting.fm/radios/1935
云南音乐广播,https://www.qingting.fm/radios/1929
昭通新闻综合广播,https://www.qingting.fm/radios/21249
红河交通广播,https://www.qingting.fm/radios/4994
玉溪新闻综合广播FM102.4,https://www.qingting.fm/radios/5022031
楚雄综合广播,https://www.qingting.fm/radios/4030
大理综合广播,https://www.qingting.fm/radios/20207747
红河综合广播,https://www.qingting.fm/radios/4033
楚雄音乐广播,https://www.qingting.fm/radios/4035
大理电台苍洱调频,https://www.qingting.fm/radios/1940
昭通交通旅游广播,https://www.qingting.fm/radios/21247
曲靖交通广播FM91.0,https://www.qingting.fm/radios/5022188
普洱市广播电视台综合广播,https://www.qingting.fm/radios/1938
文山交通广播,https://www.qingting.fm/radios/5021637
保山广播电视台FM98.7综合广播,https://www.qingting.fm/radios/5022446
大理旅游文化广播,https://www.qingting.fm/radios/20207748
西双版纳民族语广播FM90.6,https://www.qingting.fm/radios/4036
云南国际广播,https://www.qingting.fm/radios/20137
云南民族广播,https://www.qingting.fm/radios/1933
蒙自广播电视台综合广播,https://www.qingting.fm/radios/5021599
普洱市广播电视台交通广播,https://www.qingting.fm/radios/20212429
玉溪交通旅游广播FM87.7,https://www.qingting.fm/radios/20211563
曲靖综合广播,https://www.qingting.fm/radios/5022189
德宏广播电视台综合广播,https://www.qingting.fm/radios/5021849
西双版纳综合广播FM101.4,https://www.qingting.fm/radios/5021709
镇雄新闻综合广播,https://www.qingting.fm/radios/20210752
新知100知道分子频道,https://www.qingting.fm/radios/1930
弥勒广播电视台综合广播,https://www.qingting.fm/radios/5022531
德宏交通旅游广播,https://www.qingting.fm/radios/5022548
开远广播电视台综合广播,https://www.qingting.fm/radios/5022383
巧家人民广播电台——白鹤之声,https://www.qingting.fm/radios/20211704
怒江广播电视台广播综合频率,https://www.qingting.fm/radios/15318176
芒市广播电台FM105.1,https://www.qingting.fm/radios/15318587

陕西台/parse,#genre#
陕西都市广播 陕广新闻,https://www.qingting.fm/radios/1609
陕西农村广播,https://www.qingting.fm/radios/1602
陕西896汽车调频,https://www.qingting.fm/radios/1603
陕西秦腔广播,https://www.qingting.fm/radios/1604
陕西交通广播,https://www.qingting.fm/radios/1601
陕西新闻广播,https://www.qingting.fm/radios/1600
陕西音乐广播,https://www.qingting.fm/radios/4873
年代878,https://www.qingting.fm/radios/1608
陕西戏曲广播,https://www.qingting.fm/radios/1606
FM100.7咸阳人民广播电台,https://www.qingting.fm/radios/5022397
西安音乐广播,https://www.qingting.fm/radios/1612
好听 1055,https://www.qingting.fm/radios/4885
西安交通广播,https://www.qingting.fm/radios/1611
西安新闻广播,https://www.qingting.fm/radios/1610
安康综合广播,https://www.qingting.fm/radios/5021861
渭南广播FM90.9,https://www.qingting.fm/radios/5022389
安康交通广播,https://www.qingting.fm/radios/5021862
宝鸡新闻广播,https://www.qingting.fm/radios/15318125
宝鸡经济广播,https://www.qingting.fm/radios/15318126
宝鸡音乐广播,https://www.qingting.fm/radios/15318127
宝鸡交通旅游,https://www.qingting.fm/radios/15318128
西安资讯广播·快乐1061,https://www.qingting.fm/radios/1613
铜川音乐交通广播FM101.5,https://www.qingting.fm/radios/20207736
渭南广播FM102.6,https://www.qingting.fm/radios/5022388
渭南广播FM101.3,https://www.qingting.fm/radios/20212418
韩城交通音乐广播,https://www.qingting.fm/radios/15318413
彬州之声,https://www.qingting.fm/radios/20500035

甘肃台/parse,#genre#
兰州综合广播,https://www.qingting.fm/radios/1712
甘肃交通广播,https://www.qingting.fm/radios/3939
甘肃都市调频快乐1066,https://www.qingting.fm/radios/5021819
甘肃新闻综合广播,https://www.qingting.fm/radios/5022622
兰州交通音乐,https://www.qingting.fm/radios/1711
甘肃青春调频,https://www.qingting.fm/radios/4675
天水综合广播,https://www.qingting.fm/radios/20460
甘肃农村广播,https://www.qingting.fm/radios/3941
张掖新闻综合广播,https://www.qingting.fm/radios/5022096
Love Radio1008,https://www.qingting.fm/radios/1713
FM106.6综合广播,https://www.qingting.fm/radios/15318602
甘肃经济广播,https://www.qingting.fm/radios/4045
天水交通广播FM91.9,https://www.qingting.fm/radios/20211613
酒泉综合广播FM101.5,https://www.qingting.fm/radios/20211633
经典937天水音乐文艺广播,https://www.qingting.fm/radios/21251
定西交通广播,https://www.qingting.fm/radios/20212230

宁夏台/parse,#genre#
宁夏交通广播,https://www.qingting.fm/radios/1840
宁夏音乐广播,https://www.qingting.fm/radios/15318294
宁夏经济广播,https://www.qingting.fm/radios/1841
宁夏旅游广播,https://www.qingting.fm/radios/1842
石嘴山综合广播,https://www.qingting.fm/radios/5022563

新疆台/parse,#genre#
新疆交通广播,https://www.qingting.fm/radios/1910
新疆电台维语交通文艺广播,https://www.qingting.fm/radios/20639
新疆新闻广播FM96.1,https://www.qingting.fm/radios/1902
伊犁广播电视台维吾尔语综合广播FM95.3,https://www.qingting.fm/radios/5022688
新疆929文化旅游广播,https://www.qingting.fm/radios/1909
乌鲁木齐维吾尔语广播,https://www.qingting.fm/radios/1923
兵团882综合广播,https://www.qingting.fm/radios/5022410
乌鲁木齐新闻广播,https://www.qingting.fm/radios/1918
乌鲁木齐974交通广播,https://www.qingting.fm/radios/1919
伊犁广播电视台哈萨克语综合广播FM88.4,https://www.qingting.fm/radios/5022692
新疆哈萨克语广播,https://www.qingting.fm/radios/1908
新疆MIXFM1039,https://www.qingting.fm/radios/4029
察布查尔FM99.5,https://www.qingting.fm/radios/5022610
新疆故事广播,https://www.qingting.fm/radios/1911
阿克苏维语综合广播FM101.6,https://www.qingting.fm/radios/15318551
巴音郭楞广播电视台1077交通文艺广播,https://www.qingting.fm/radios/5022104
新疆FM103.3交通广播,https://www.qingting.fm/radios/20440
乌鲁木齐旅游音乐,https://www.qingting.fm/radios/1920
石河子广播电视台综合广播,https://www.qingting.fm/radios/20500118
新疆924民生广播,https://www.qingting.fm/radios/20480
阿克苏市1029,https://www.qingting.fm/radios/20500041
新疆990音乐广播,https://www.qingting.fm/radios/21001
托峰明珠交通音乐,https://www.qingting.fm/radios/20207780
巴音郭楞广播电视台FM966综合广播,https://www.qingting.fm/radios/5022108
伊犁之声FM89.7,https://www.qingting.fm/radios/20500054
奎屯市融媒体中心综合广播,https://www.qingting.fm/radios/20500121
二师广播电视台FM885,https://www.qingting.fm/radios/20211703
新疆蒙古语广播,https://www.qingting.fm/radios/1903
阿克苏汉语综合广播FM94,https://www.qingting.fm/radios/15318550
伊犁广播电视台汉语综合广播FM90.5,https://www.qingting.fm/radios/20211711
伊犁广播电视台经济广播FM89.1,https://www.qingting.fm/radios/5022691
FM94.3综合广播,https://www.qingting.fm/radios/20500064
伊犁广播电视台交通音乐广播FM105.9,https://www.qingting.fm/radios/5022689
库尔勒1053梨城之声,https://www.qingting.fm/radios/20212425
塔城人民广播电台汉语综合广播,https://www.qingting.fm/radios/20500031
新疆兵团第十三师调频广播,https://www.qingting.fm/radios/5022506
阜康FM102.5旅游交通广播,https://www.qingting.fm/radios/20500155
轮台之声,https://www.qingting.fm/radios/20500099
额敏FM105.0交通音乐广播,https://www.qingting.fm/radios/20500147
第三师图木舒克市人民广播电台,https://www.qingting.fm/radios/20500135
双河之声,https://www.qingting.fm/radios/20207772
兵团七师综合广播,https://www.qingting.fm/radios/20500095
塔城市广播电视台FM104.2,https://www.qingting.fm/radios/20500145

西藏台/parse,#genre#
拉萨人民广播电台914,https://www.qingting.fm/radios/5022138

青海台/parse,#genre#
青海交通音乐,https://www.qingting.fm/radios/5009
西宁新闻综合广播,https://www.qingting.fm/radios/5022282
青海经济广播,https://www.qingting.fm/radios/5008
青海生活广播 花儿调频,https://www.qingting.fm/radios/5021413
FM104.3西宁交通文艺广播,https://www.qingting.fm/radios/5022283
FM101.3西宁都市生活广播,https://www.qingting.fm/radios/5022268
FM102.7西宁城市服务管理广播,https://www.qingting.fm/radios/5022284

网络台/parse,#genre#
怀集音乐之声,https://www.qingting.fm/radios/4804
两广之声音乐台,https://www.qingting.fm/radios/20500149
清晨音乐台,https://www.qingting.fm/radios/4915
动听音乐台,https://www.qingting.fm/radios/5022107
国际新闻,https://www.qingting.fm/radios/20500172
顺德音乐之声,https://www.qingting.fm/radios/20500150
AsiaFM 亚洲粤语台,https://www.qingting.fm/radios/15318569
新闻听天下,https://www.qingting.fm/radios/20500169
星河音乐,https://www.qingting.fm/radios/20210755
80后音悦台,https://www.qingting.fm/radios/20207761
AsiaFM 亚洲音乐台,https://www.qingting.fm/radios/5022405
AsiaFM 亚洲经典台,https://www.qingting.fm/radios/5021912
AsiaFM HD音乐台,https://www.qingting.fm/radios/15318341
AsiaFM 亚洲天空台,https://www.qingting.fm/radios/20071
郁南音乐台,https://www.qingting.fm/radios/20026
中国校园之声,https://www.qingting.fm/radios/20091
河南电台网络戏曲广播,https://www.qingting.fm/radios/15318393
海上财经,https://www.qingting.fm/radios/20500170
河南经典FM,https://www.qingting.fm/radios/20207762
湾区音乐台,https://www.qingting.fm/radios/20500163
体坛速听,https://www.qingting.fm/radios/20500171
广宁音乐之声,https://www.qingting.fm/radios/15318232
90后潮流音悦台,https://www.qingting.fm/radios/20207760
麻辣966,https://www.qingting.fm/radios/20212393
西江之声,https://www.qingting.fm/radios/5022379
天籁古典,https://www.qingting.fm/radios/20210756
鱼佬音乐坊,https://www.qingting.fm/radios/20500158
中国交通网络应急广播,https://www.qingting.fm/radios/20212320
CityFM城市音乐台,https://www.qingting.fm/radios/20500153
全球华语音乐广播,https://www.qingting.fm/radios/20212403
民谣音乐台,https://www.qingting.fm/radios/20207763
晚安故事,https://www.qingting.fm/radios/20500179
科技情报站,https://www.qingting.fm/radios/20500175
520电台-520星恋情感电台,https://www.qingting.fm/radios/15318191
古典音乐厅,https://www.qingting.fm/radios/20500181
大番茄电台,https://www.qingting.fm/radios/4913
卷卷猫电台,https://www.qingting.fm/radios/20500038
爵士FM,https://www.qingting.fm/radios/20207764
摇滚天空台,https://www.qingting.fm/radios/20207765
听·越剧,https://www.qingting.fm/radios/20500178
听见长三角,https://www.qingting.fm/radios/20500177
阿基米德故事会,https://www.qingting.fm/radios/20500182
萤火虫网络电台,https://www.qingting.fm/radios/4998
Tiktok网络电台,https://www.qingting.fm/radios/5062
明星fm,https://www.qingting.fm/radios/21055
听梦想FM,https://www.qingting.fm/radios/4917
Radio Impetus 心动电台,https://www.qingting.fm/radios/20500161
声音控电台,https://www.qingting.fm/radios/15318519
UmiMusic悠米音悦台,https://www.qingting.fm/radios/5021391
上海天气台,https://www.qingting.fm/radios/20500176
高源之声汽车音乐电台,https://www.qingting.fm/radios/20500021
iting网络电台,https://www.qingting.fm/radios/5021433
蝠声网络广播,https://www.qingting.fm/radios/5021905
高校流行音乐电台,https://www.qingting.fm/radios/20211673
心约之声公益广播,https://www.qingting.fm/radios/5021917
亚洲少儿台,https://www.qingting.fm/radios/20500093
海浪电台,https://www.qingting.fm/radios/20500180
恒玺闰成,https://www.qingting.fm/radios/20211651
芒果5G（原和鸣）,https://www.qingting.fm/radios/20211693
